Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Target
0;1;0;0;19;2;10.75;2;10.0;0
0;1;0;0;19;4;13.25;4;10.25;0
0;1;0;1;18;8;13.73125;8;13.73125;1
0;1;0;1;23;6;13.333333333333334;3;12.666666666666666;0
0;1;0;0;21;5;12.0;5;10.8;0
0;1;0;0;23;9;10.88888888888889;6;11.333333333333334;1
0;1;0;0;19;7;13.025;8;13.811111111111112;1
0;1;0;0;18;6;13.0;6;14.166666666666666;1
0;1;0;0;19;5;11.8;5;12.0;1
0;1;0;1;25;7;12.042857142857144;7;12.042857142857144;1
0;1;0;1;19;7;12.8375;8;15.5;1
1;1;0;1;24;7;11.0;7;11.7;1
0;1;0;1;18;6;13.5;5;14.0;1
0;1;0;1;19;6;12.125;6;12.714285714285714;1
0;1;0;1;18;7;12.62857142857143;7;12.62857142857143;1
0;1;0;0;19;5;11.2;5;11.6;1
0;1;0;1;18;6;12.666666666666666;6;11.833333333333334;0
1;0;0;0;34;4;13.5;0;0.0;0
1;0;0;0;20;0;0.0;0;0.0;0
0;1;0;0;26;5;12.0;5;14.833333333333334;1
0;1;0;0;27;7;12.228571428571428;8;13.2125;1
0;1;0;0;20;4;11.5;4;10.75;1
0;1;0;0;18;6;15.375;6;16.428571428571427;1
0;1;0;0;24;7;12.614285714285714;7;12.614285714285714;1
0;1;0;1;19;5;12.2;6;11.5;1
0;1;0;0;19;4;11.75;4;11.0;1
0;1;0;0;22;13;10.923076923076923;11;11.454545454545457;1
0;1;0;0;20;5;12.4;5;12.4;1
0;1;0;0;25;0;0.0;0;0.0;0
0;1;0;0;21;6;15.833333333333334;6;15.5;1
0;1;0;0;18;6;12.571428571428571;6;13.666666666666666;1
0;1;0;0;18;3;12.0;4;13.25;1
0;1;1;0;19;7;13.3625;8;14.444444444444445;1
0;1;0;1;19;5;15.4;5;16.0;1
1;0;0;0;18;5;12.2;4;11.75;0
0;1;0;1;20;11;12.818181818181818;11;13.545454545454543;1
0;1;0;0;19;0;0.0;0;0.0;0
0;1;0;0;28;17;13.394736842105264;17;13.554736842105264;1
0;1;0;1;20;6;14.25;6;11.0;1
0;1;0;0;30;9;13.444444444444445;7;14.714285714285714;0
0;1;0;1;19;7;12.285714285714286;8;11.7375;1
0;1;0;0;22;6;11.666666666666666;5;13.2;1
0;1;0;0;18;6;12.166666666666666;6;13.5;1
0;1;0;0;23;2;10.0;2;11.0;0
0;1;0;0;18;6;14.0;6;15.0;1
1;0;1;0;50;1;15.0;0;0.0;0
0;1;0;1;19;0;0.0;0;0.0;1
0;1;0;0;22;6;10.833333333333334;6;10.666666666666666;1
1;1;0;1;23;6;13.142857142857142;6;14.0;1
1;0;0;1;20;5;14.4;5;14.0;0
0;0;0;0;44;0;0.0;0;0.0;0
0;1;1;0;49;7;12.0;9;11.22222222222222;1
0;1;1;0;46;9;12.2;10;12.8;1
0;0;1;0;41;3;12.333333333333334;2;11.0;0
0;1;1;0;18;7;11.8375;8;12.48125;1
0;1;1;0;43;5;11.8;5;14.0;1
1;0;1;0;70;0;0.0;0;0.0;0
0;1;1;0;48;0;0.0;0;0.0;0
0;1;1;0;41;19;12.68421052631579;13;12.384615384615383;1
1;0;1;0;35;3;11.25;0;0.0;0
0;1;1;0;44;4;14.0;4;15.5;1
1;1;1;0;18;4;13.333333333333334;2;13.5;0
0;1;1;0;45;6;13.666666666666666;6;13.666666666666666;1
0;1;1;0;22;5;12.6;6;11.714285714285714;1
0;1;1;0;39;3;17.333333333333332;1;17.0;0
0;1;1;0;49;3;14.0;3;13.666666666666666;0
0;1;1;0;43;4;13.875;1;12.5;0
0;1;1;0;32;0;0.0;0;0.0;0
0;1;1;0;47;9;13.11111111111111;7;14.857142857142858;1
0;1;1;1;37;5;13.0;4;13.333333333333334;0
0;1;1;0;41;10;12.5;7;12.142857142857142;1
0;1;1;0;60;18;14.11111111111111;13;14.23076923076923;1
0;1;1;0;47;11;14.727272727272728;9;15.77777777777778;1
1;0;1;0;50;0;0.0;0;0.0;0
0;1;1;0;45;0;0.0;0;0.0;0
1;0;1;0;45;0;0.0;0;0.0;0
0;1;1;0;33;4;13.5;5;11.6;1
0;1;1;0;18;7;13.105714285714283;7;13.105714285714283;1
0;1;1;0;43;5;13.5;5;14.4;1
0;1;1;0;44;13;11.846153846153848;11;12.0;1
0;1;1;0;29;0;0.0;0;0.0;0
1;0;1;0;53;3;14.333333333333334;0;0.0;0
1;1;1;0;35;6;12.666666666666666;3;12.0;0
0;1;1;0;22;0;0.0;0;0.0;1
0;0;1;0;33;1;11.0;0;0.0;0
0;0;1;0;41;0;0.0;0;0.0;0
0;1;1;0;51;7;15.2;8;16.575;1
0;1;1;0;19;6;14.428571428571429;7;14.375;1
0;1;1;0;35;0;0.0;0;0.0;0
0;1;1;0;20;0;0.0;0;0.0;1
1;0;1;1;18;5;12.166666666666666;3;12.0;0
0;1;1;0;21;5;12.142857142857142;5;11.666666666666666;1
0;1;1;0;21;6;12.0;5;11.6;1
0;1;1;0;34;3;11.666666666666666;4;12.75;1
0;1;1;0;34;0;0.0;0;0.0;0
0;1;1;0;21;6;11.875;5;12.0;1
0;1;1;0;30;2;10.0;3;11.333333333333334;0
0;1;1;0;20;6;13.833333333333334;5;13.0;0
0;1;1;0;18;0;0.0;0;0.0;0
0;1;1;0;19;6;14.428571428571429;6;12.5;1
0;1;1;0;18;5;14.2;6;12.4;0
0;1;1;0;27;4;11.5;3;10.333333333333334;0
0;1;1;0;52;5;13.0;6;15.0;1
0;0;1;0;29;0;0.0;0;0.0;0
1;0;1;0;22;3;11.333333333333334;2;11.0;0
0;1;1;0;28;18;12.5;12;11.428571428571429;1
0;1;1;0;30;0;0.0;0;0.0;0
0;1;0;0;18;7;13.471428571428572;8;13.944444444444445;1
0;1;0;0;21;4;11.75;3;13.333333333333334;1
1;1;0;1;20;6;13.333333333333334;6;14.666666666666666;1
0;1;0;1;21;8;13.105;8;13.105;1
1;0;0;0;32;0;0.0;0;0.0;0
0;1;1;1;20;6;15.5;6;12.166666666666666;1
1;0;1;0;19;0;0.0;0;0.0;0
1;0;1;0;18;4;11.25;3;12.333333333333334;0
0;0;1;0;23;12;11.0;11;11.363636363636363;0
0;1;1;0;20;6;12.333333333333334;4;13.0;1
0;1;0;0;46;8;11.375;5;11.8;1
0;1;1;0;27;18;12.22222222222222;12;12.384615384615383;1
0;1;1;0;41;9;12.0;6;12.0;1
0;1;1;0;37;16;14.125;10;13.0;1
0;1;0;0;26;9;12.333333333333334;7;12.571428571428571;1
0;1;1;0;54;9;14.333333333333334;7;13.857142857142858;1
0;1;1;0;21;6;15.166666666666666;6;14.0;1
0;1;0;1;20;6;15.142857142857142;6;15.142857142857142;1
0;1;0;0;18;0;0.0;0;0.0;0
0;1;0;0;18;6;12.333333333333334;6;12.166666666666666;1
1;1;0;0;22;6;12.0;3;12.0;0
0;1;0;0;19;6;15.0;6;15.625;1
0;1;0;0;21;8;13.875;9;12.7;0
0;1;0;1;18;6;12.5;6;13.833333333333334;1
0;1;0;1;18;6;15.0;6;15.5;1
1;1;0;0;20;2;11.666666666666666;4;10.5;0
0;1;0;1;18;7;14.668;8;14.63375;1
0;1;0;1;20;5;12.8;6;12.333333333333334;1
0;1;0;0;19;6;10.833333333333334;6;12.142857142857142;1
0;1;0;0;18;6;13.666666666666666;5;14.0;1
0;1;0;0;18;7;14.537142857142856;7;14.537142857142856;1
1;1;0;1;18;5;14.4;5;14.0;0
0;1;0;1;20;0;0.0;0;0.0;1
0;1;0;1;19;6;13.166666666666666;6;13.833333333333334;1
0;0;1;0;36;2;11.5;0;0.0;0
0;1;0;1;19;6;11.333333333333334;6;12.428571428571429;1
0;1;0;0;18;6;12.0;5;13.6;1
0;1;0;1;18;6;13.166666666666666;6;12.166666666666666;1
0;1;0;1;18;6;14.833333333333334;6;14.166666666666666;1
0;1;0;0;19;7;13.0;9;13.22222222222222;1
0;1;0;0;18;7;13.087142857142856;8;12.95;1
0;1;0;1;19;6;13.333333333333334;6;13.666666666666666;1
1;0;0;0;18;0;0.0;0;0.0;0
0;1;0;0;19;5;13.6;5;12.2;1
0;1;0;0;18;6;15.5;6;14.0;1
0;1;0;0;19;7;13.857142857142858;7;14.285714285714286;1
0;1;0;1;18;6;13.0;6;12.166666666666666;1
0;1;0;0;20;0;0.0;0;0.0;0
1;0;0;1;22;0;0.0;0;0.0;0
0;1;0;1;18;7;12.142857142857142;6;13.666666666666666;1
0;1;0;1;18;7;14.145714285714286;8;13.627777777777778;1
0;1;0;0;18;7;14.45;8;14.144444444444444;1
0;1;0;0;18;7;15.714285714285714;7;15.0;1
0;1;0;0;18;6;14.5;6;12.833333333333334;1
0;1;0;0;25;6;12.833333333333334;6;12.833333333333334;1
0;1;0;1;18;5;12.0;4;11.6;1
0;1;0;0;19;0;0.0;0;0.0;1
0;1;0;1;20;6;12.571428571428571;6;13.285714285714286;1
0;1;0;1;21;6;12.5;6;11.5;1
0;1;0;0;18;6;14.0;5;14.0;1
0;1;0;0;18;7;11.571428571428571;6;13.166666666666666;0
0;1;0;1;18;6;15.833333333333334;6;15.333333333333334;1
0;1;0;0;18;8;14.25;8;14.25;1
0;1;0;0;19;0;0.0;0;0.0;0
0;1;0;0;20;6;11.666666666666666;6;11.0;0
0;1;0;0;47;0;0.0;0;0.0;0
0;1;1;0;31;2;12.0;1;10.0;0
0;1;1;0;46;0;0.0;0;0.0;0
0;1;1;0;19;3;13.333333333333334;4;10.75;0
0;0;1;0;22;0;0.0;0;0.0;0
0;1;1;0;19;5;13.8;5;12.4;1
1;0;0;0;19;0;0.0;0;0.0;0
1;0;1;0;29;0;0.0;0;0.0;0
0;1;0;0;18;6;14.016666666666666;6;14.016666666666666;1
0;1;0;0;18;5;11.4;5;10.8;1
1;0;0;1;23;0;0.0;0;0.0;0
0;1;0;0;34;5;10.4;5;12.0;1
0;1;0;0;19;3;10.666666666666666;4;10.25;1
0;1;0;1;20;7;13.914285714285713;8;14.10625;1
0;1;0;0;19;7;13.761111111111113;7;12.82375;1
0;1;0;1;23;6;13.857142857142858;6;14.166666666666666;1
0;1;1;1;34;7;13.842857142857143;7;13.842857142857143;1
0;1;1;0;21;5;11.8;0;0.0;0
0;1;1;0;22;6;12.666666666666666;6;13.833333333333334;0
0;1;1;0;28;0;0.0;0;0.0;0
0;1;1;0;23;0;0.0;0;0.0;0
0;1;1;0;20;4;10.75;2;10.0;0
0;1;1;0;18;5;12.6;3;13.25;0
1;0;1;0;28;0;0.0;0;0.0;0
0;1;1;0;21;2;12.0;7;12.142857142857142;0
1;0;1;0;25;3;14.0;2;14.5;0
0;0;1;0;19;6;14.0;6;13.5;0
0;1;1;1;18;7;14.682857142857143;8;15.055555555555555;1
0;1;1;0;29;0;0.0;0;0.0;0
0;1;1;1;29;0;0.0;0;0.0;0
0;1;1;0;20;6;13.857142857142858;5;12.8;1
0;1;1;0;18;0;0.0;0;0.0;1
0;1;1;0;20;6;13.142857142857142;6;12.5;1
0;1;1;0;33;1;18.0;2;13.0;0
0;1;1;0;30;13;11.461538461538462;10;11.583333333333334;1
1;1;1;0;18;5;15.0;4;14.5;1
0;1;1;1;19;7;14.244444444444444;8;12.233333333333333;1
0;1;1;1;21;4;11.5;5;11.0;0
0;1;1;1;25;2;10.0;0;0.0;0
0;1;1;0;19;3;12.333333333333334;5;11.6;1
0;1;1;0;23;5;12.2;7;12.142857142857142;0
0;1;1;1;19;6;13.666666666666666;5;13.2;1
0;1;1;0;19;0;0.0;0;0.0;1
1;0;1;0;31;1;11.0;0;0.0;0
1;0;1;0;32;3;13.0;6;11.428571428571429;0
0;1;0;1;19;7;12.599999999999998;7;12.599999999999998;1
0;1;0;0;34;10;12.2;9;12.333333333333334;1
0;1;0;0;21;6;13.166666666666666;6;13.0;1
0;1;0;1;53;6;11.0;7;11.0;1
0;1;0;1;19;7;14.014285714285714;8;15.35;1
0;1;0;1;20;4;13.0;4;11.25;1
0;1;0;0;18;6;14.0;6;14.666666666666666;1
0;0;0;0;32;0;0.0;0;0.0;0
0;1;0;1;21;7;14.428571428571429;7;14.428571428571429;1
0;0;0;0;26;0;0.0;0;0.0;0
0;1;0;0;26;18;11.833333333333334;13;12.461538461538462;1
0;0;0;0;21;3;11.333333333333334;1;13.0;0
0;1;0;0;18;6;12.5;6;13.0;1
0;1;0;1;21;12;13.333333333333334;11;12.545454545454543;1
0;1;0;1;19;6;13.0;6;14.0;1
0;1;0;0;19;2;10.0;2;14.0;0
0;1;0;1;19;6;11.428571428571429;5;11.2;1
0;1;0;0;27;8;12.8875;8;12.8875;1
0;1;0;1;18;6;12.95;6;12.95;1
0;1;0;0;20;1;10.0;0;0.0;0
0;1;0;1;19;7;13.094285714285714;8;12.55;1
0;1;0;0;20;0;0.0;0;0.0;0
0;1;0;1;19;5;11.714285714285714;6;11.0;1
0;1;0;0;20;0;0.0;0;0.0;0
0;1;0;0;18;6;13.166666666666666;6;13.333333333333334;1
0;1;0;0;20;4;12.75;5;13.4;1
0;0;0;0;38;5;10.6;2;11.0;0
0;1;0;0;42;5;11.2;6;12.0;1
0;1;0;0;32;0;0.0;0;0.0;0
0;1;0;0;22;6;13.0;6;13.666666666666666;1
0;1;0;0;28;0;0.0;0;0.0;0
0;1;0;0;37;0;0.0;0;0.0;0
0;1;0;0;43;6;14.166666666666666;6;15.0;1
0;1;0;1;41;5;12.833333333333334;6;12.333333333333334;1
0;1;0;1;29;4;11.75;5;10.4;1
0;1;0;1;35;6;10.833333333333334;6;11.5;1
0;1;0;0;18;4;11.75;4;12.25;0
0;0;0;1;39;3;11.5;2;10.5;0
0;1;0;1;26;6;13.7;6;13.7;1
0;1;0;0;32;1;14.0;0;0.0;0
0;1;0;0;19;0;0.0;0;0.0;0
0;1;0;1;19;6;13.0;7;13.285714285714286;1
0;1;0;0;32;8;13.6;8;15.11111111111111;1
0;1;0;0;31;3;11.0;2;11.5;0
0;1;0;0;20;12;13.25;11;14.333333333333334;1
0;1;0;0;28;1;10.75;1;10.0;0
0;0;0;0;31;5;11.4;3;11.0;0
0;1;0;0;19;6;13.0;5;12.4;1
0;1;0;1;19;6;14.0;6;12.285714285714286;1
0;1;0;0;34;0;0.0;0;0.0;0
0;1;0;1;18;7;15.285714285714286;8;16.075;1
0;1;0;0;18;6;13.166666666666666;6;12.666666666666666;1
1;1;1;0;19;5;13.6;5;12.833333333333334;1
0;0;1;1;22;0;0.0;0;0.0;0
0;1;1;0;32;10;11.4;4;11.5;1
0;1;1;0;61;0;0.0;0;0.0;0
0;1;1;0;30;5;11.0;5;11.6;1
1;0;1;0;45;0;0.0;0;0.0;0
0;1;1;0;20;6;13.571428571428571;6;12.666666666666666;1
0;1;0;0;19;0;0.0;0;0.0;0
0;1;1;0;26;4;11.25;4;12.0;0
0;1;1;0;19;3;13.333333333333334;1;11.0;0
0;1;1;1;19;6;12.0;6;11.666666666666666;1
0;1;1;0;19;6;12.5;5;13.0;1
0;1;1;1;19;5;13.2;5;12.666666666666666;1
0;0;1;0;19;0;0.0;0;0.0;0
0;0;1;0;28;3;11.666666666666666;2;11.5;0
0;1;1;0;24;15;13.466666666666669;14;13.642857142857142;1
0;1;1;0;18;3;13.666666666666666;5;13.2;1
0;1;1;1;18;6;11.666666666666666;5;10.2;1
0;1;1;0;21;5;13.4;5;12.4;1
0;0;1;0;28;0;0.0;0;0.0;0
0;1;1;0;58;0;0.0;0;0.0;0
0;0;1;0;49;0;0.0;0;0.0;0
0;1;1;0;25;4;13.75;4;14.75;1
0;1;1;0;33;1;10.0;0;0.0;0
0;0;1;0;33;0;0.0;0;0.0;0
0;1;1;0;40;1;16.0;4;15.5;1
0;1;1;0;48;5;12.285714285714286;5;11.125;1
0;1;1;0;24;6;12.666666666666666;6;12.666666666666666;1
0;1;1;1;23;5;11.8;4;13.25;1
1;0;1;0;39;5;10.6;5;14.666666666666666;0
0;1;1;0;21;9;11.9;8;12.25;1
0;1;1;0;34;4;11.25;2;10.5;0
0;1;1;0;18;6;12.0;6;12.5;1
0;1;1;0;19;2;10.0;1;16.0;0
0;1;1;0;19;7;13.714285714285714;7;13.714285714285714;1
0;1;1;0;28;6;14.875;6;15.8;1
0;1;1;0;18;5;10.8;0;0.0;0
0;1;1;0;19;3;12.0;2;10.0;0
1;0;1;0;19;5;12.5;2;13.5;0
0;1;0;0;18;7;14.728571428571428;8;16.327272727272728;1
0;1;0;0;18;6;12.0;5;14.8;1
0;1;0;0;18;6;11.428571428571429;6;11.0;0
0;1;0;0;19;6;14.166666666666666;6;13.5;1
0;1;0;0;31;5;12.5;5;14.6;1
0;1;0;1;33;6;14.166666666666666;6;14.333333333333334;1
0;1;0;0;19;6;12.666666666666666;5;13.4;1
0;1;0;0;18;6;12.5;6;13.0;0
0;1;0;0;18;0;0.0;0;0.0;0
0;0;0;0;18;0;0.0;0;0.0;0
0;1;0;0;18;0;0.0;0;0.0;1
0;1;0;1;19;5;11.2;3;11.0;1
0;1;0;0;18;6;16.5;6;17.428571428571427;0
0;1;0;0;18;3;13.666666666666666;5;12.0;1
0;1;0;1;18;7;15.228571428571428;7;15.228571428571428;1
0;1;0;0;21;9;12.77777777777778;9;13.22222222222222;1
0;1;0;1;18;7;14.428571428571429;7;14.428571428571429;1
0;1;0;0;18;6;13.875;6;13.714285714285714;1
0;1;0;0;18;7;13.128;6;13.193333333333332;1
0;1;0;0;20;6;11.605;7;12.4125;1
0;1;0;1;18;5;14.6;5;12.0;1
0;1;0;0;18;0;0.0;0;0.0;0
0;1;0;1;20;5;11.8;5;11.6;1
0;1;0;0;20;6;12.333333333333334;6;12.333333333333334;1
1;1;0;1;19;4;11.0;0;0.0;0
0;1;0;1;19;11;13.181818181818182;11;12.909090909090908;1
1;0;0;1;18;1;11.0;0;0.0;0
1;1;0;1;19;6;11.833333333333334;6;12.285714285714286;1
0;1;0;1;20;8;12.98125;8;12.98125;1
0;1;0;0;21;6;11.333333333333334;5;11.2;1
0;1;0;0;21;6;11.68;6;11.68;1
0;1;0;0;20;6;14.5;6;13.5;1
0;1;0;0;19;7;13.142857142857142;7;12.857142857142858;1
0;0;0;0;21;2;11.5;2;10.5;0
0;1;0;0;18;5;14.2;5;11.8;1
0;1;0;1;19;5;11.666666666666666;5;12.2;1
0;1;0;0;18;7;13.175;8;14.875;1
0;1;0;1;19;7;13.314285714285717;7;13.314285714285717;1
0;1;0;1;18;3;10.6;3;10.5;1
0;1;0;0;18;6;13.428571428571429;6;14.142857142857142;1
0;1;0;1;18;4;13.25;5;15.571428571428571;1
0;1;0;0;18;2;13.0;0;0.0;0
0;1;0;0;18;0;0.0;0;0.0;0
0;1;0;0;18;6;14.0;6;13.166666666666666;1
0;1;0;1;20;2;12.0;6;12.833333333333334;1
0;1;0;0;18;5;11.8;5;10.4;1
0;1;0;1;20;7;12.791428571428572;7;12.791428571428572;1
0;1;0;0;40;8;11.625;5;11.2;1
0;1;0;1;18;6;11.994444444444444;7;12.43142857142857;1
0;1;0;0;19;5;11.6;5;12.2;1
0;1;0;0;24;0;0.0;0;0.0;0
0;1;0;0;19;6;13.166666666666666;6;13.166666666666666;0
0;1;0;0;19;7;14.1;7;14.1;1
0;1;0;1;20;6;12.396666666666668;7;12.94285714285714;1
0;1;0;0;18;7;15.014285714285714;8;16.0875;1
0;1;0;1;18;0;0.0;0;0.0;1
0;1;0;0;19;7;14.05;8;15.1;1
0;1;0;0;18;7;14.85;8;15.2;0
0;1;0;0;19;6;13.0;5;13.0;1
0;1;0;1;19;7;14.7875;8;15.8625;1
0;1;0;1;19;7;13.7;7;14.671428571428574;1
0;1;0;1;19;7;12.495714285714286;7;12.242857142857144;0
0;1;0;0;19;6;14.566666666666668;6;14.566666666666668;1
1;0;0;0;25;5;11.2;4;11.25;0
0;1;0;0;20;7;12.685714285714283;7;12.685714285714283;1
1;0;0;0;23;7;13.571428571428571;4;13.25;0
0;1;0;0;20;0;0.0;0;0.0;0
0;1;0;0;27;5;11.0;6;11.166666666666666;1
0;1;0;0;18;8;14.445;8;14.445;1
1;0;0;0;23;11;14.0;8;14.625;0
0;1;0;1;19;6;13.416666666666666;6;13.416666666666666;1
0;1;0;0;18;5;12.333333333333334;5;11.4;1
0;1;0;0;20;7;13.1;8;14.8125;1
0;1;0;0;18;4;13.2;5;12.8;1
0;1;0;1;19;8;14.75;8;14.75;1
0;1;0;1;19;6;13.142857142857142;6;14.333333333333334;1
0;1;0;0;18;4;13.75;5;14.857142857142858;1
0;1;0;0;18;5;12.4;6;13.0;1
0;1;0;0;18;6;13.333333333333334;6;12.0;1
0;0;0;0;28;11;11.727272727272728;8;12.0;0
0;1;0;0;19;4;12.5;1;14.0;0
1;1;0;0;20;0;0.0;0;0.0;0
0;1;0;1;19;6;13.533333333333331;7;13.614285714285714;1
0;1;0;1;20;6;13.166666666666666;6;12.666666666666666;1
0;1;0;1;19;5;13.2;5;11.0;1
0;1;0;1;19;7;13.428571428571429;7;14.857142857142858;1
0;1;0;1;18;6;12.714285714285714;6;12.625;1
0;1;0;0;19;0;0.0;0;0.0;0
0;1;0;1;19;6;13.666666666666666;6;13.666666666666666;1
1;1;0;0;20;5;11.0;6;13.166666666666666;1
0;1;0;0;18;4;12.0;5;12.0;1
0;1;0;0;18;0;0.0;0;0.0;0
0;1;0;0;18;5;11.0;6;11.666666666666666;1
0;1;0;0;20;5;12.0;6;11.571428571428571;0
0;1;0;1;19;7;13.308571428571428;8;12.55;1
1;0;0;0;21;3;13.666666666666666;3;10.666666666666666;0
1;0;0;0;20;0;0.0;0;0.0;0
0;1;0;0;18;5;12.2;4;11.25;1
0;1;0;1;20;6;12.666666666666666;6;12.833333333333334;1
0;1;0;1;19;8;14.07125;8;14.07125;1
0;1;0;0;22;4;14.25;5;13.2;0
0;0;0;0;22;0;0.0;0;0.0;0
0;1;0;0;19;2;13.0;5;11.6;1
0;1;0;0;19;0;0.0;0;0.0;0
0;1;0;1;20;7;14.901428571428571;7;14.901428571428571;0
1;1;0;1;18;7;12.65;8;12.445555555555554;1
0;0;0;0;22;7;11.0;5;10.6;0
0;1;0;0;20;4;12.4;5;12.666666666666666;1
0;1;0;0;19;6;12.0;6;12.666666666666666;1
0;1;0;1;19;7;12.135714285714286;7;13.328571428571427;1
0;1;0;1;19;6;13.766666666666666;7;14.051428571428572;1
0;1;0;0;19;8;13.11625;8;13.11625;1
0;0;0;0;19;0;0.0;0;0.0;0
0;1;0;0;20;6;12.7;7;13.571428571428571;1
0;1;0;1;20;6;12.333333333333334;6;12.333333333333334;1
0;1;0;0;20;5;13.333333333333334;5;13.2;1
0;1;0;0;21;7;14.355555555555554;8;13.49375;1
1;1;0;1;19;6;13.0;5;13.0;1
0;1;0;1;19;6;12.833333333333334;6;13.5;1
0;1;0;1;21;5;13.2;4;13.0;1
0;1;0;0;28;7;17.005555555555556;8;16.582222222222224;1
1;0;0;1;19;5;10.6;5;11.0;1
0;1;0;1;18;5;14.0;5;13.6;1
0;1;0;1;18;7;12.114285714285714;7;12.114285714285714;1
0;1;0;1;18;8;13.05875;8;13.05875;1
0;1;0;0;22;7;13.285714285714286;7;13.285714285714286;1
0;1;0;1;18;7;14.071428571428571;8;15.1625;1
0;0;0;0;20;0;0.0;0;0.0;0
0;0;0;0;26;4;11.25;3;11.0;0
0;1;0;1;18;6;14.0;6;13.625;1
0;1;0;1;21;6;12.166666666666666;3;11.666666666666666;0
0;1;0;0;18;7;13.297142857142855;7;13.297142857142855;1
0;1;0;0;20;6;13.923076923076923;6;14.25;1
0;1;0;0;18;7;13.37;7;12.833333333333334;1
0;1;0;0;20;4;15.0;4;13.75;0
1;1;0;1;18;6;13.333333333333334;6;12.571428571428571;1
0;1;0;0;22;5;13.4;5;12.2;1
0;1;0;0;21;4;11.5;5;11.4;1
0;1;0;0;18;7;13.485714285714284;7;13.485714285714284;1
0;1;0;1;18;6;12.0;6;11.285714285714286;1
0;1;0;0;19;0;0.0;0;0.0;0
0;1;0;0;19;7;13.258571428571427;7;13.258571428571427;1
0;0;0;0;19;3;11.666666666666666;1;10.0;0
0;1;0;1;21;6;13.571428571428571;6;12.5;1
0;1;0;1;20;5;11.8;5;11.833333333333334;1
0;1;0;1;20;5;14.2;5;13.285714285714286;1
0;1;0;0;41;5;11.0;5;11.8;1
0;1;0;0;18;7;14.652857142857142;7;14.652857142857142;1
0;1;0;1;35;6;11.333333333333334;6;11.333333333333334;1
1;0;0;0;32;4;13.7;0;0.0;0
0;1;0;0;37;11;13.727272727272728;8;14.75;1
0;1;0;0;30;7;11.75;7;11.142857142857142;0
0;1;1;0;23;6;12.333333333333334;5;13.0;1
0;1;0;1;20;6;14.0;6;13.857142857142858;0
0;1;1;0;21;4;11.5;4;11.75;1
0;1;1;0;19;5;11.2;5;13.2;1
0;1;1;1;18;7;15.07;7;15.07;1
0;1;1;0;18;1;10.0;1;12.0;0
0;1;1;0;22;4;13.0;4;12.6;1
0;1;1;0;18;4;11.0;3;11.25;0
0;1;0;0;18;6;13.571428571428571;5;12.166666666666666;1
0;1;1;0;21;5;14.6;5;14.2;1
1;1;0;0;38;3;11.833333333333334;2;10.0;0
0;1;0;1;19;7;12.625;8;12.5125;1
0;1;0;0;36;4;11.5;3;12.333333333333334;0
0;1;0;0;18;4;13.25;4;10.5;1
0;1;0;0;19;7;12.60625;6;11.9;1
1;0;0;0;21;8;13.75;5;13.2;0
0;1;0;1;18;5;11.142857142857142;6;12.285714285714286;1
0;1;0;0;20;1;10.0;1;11.0;0
1;1;0;0;18;6;11.666666666666666;4;11.5;1
0;1;0;1;18;6;14.0;6;13.142857142857142;1
0;1;0;0;25;0;0.0;0;0.0;0
0;1;0;0;19;7;12.04142857142857;7;12.04142857142857;1
0;1;0;1;18;0;0.0;0;0.0;1
0;1;0;0;39;13;13.76923076923077;12;14.583333333333334;1
0;1;0;0;29;18;15.444444444444445;13;15.307692307692308;1
0;0;0;0;23;2;10.0;0;0.0;0
0;1;0;0;21;4;12.25;3;10.333333333333334;0
0;0;0;0;18;6;14.5;6;15.166666666666666;1
0;1;0;0;23;6;15.571428571428571;6;16.375;1
0;1;0;0;18;6;15.571428571428571;6;14.714285714285714;1
0;1;0;0;32;5;13.8;6;12.166666666666666;1
1;0;0;0;29;3;10.666666666666666;2;14.8;0
1;1;0;1;20;5;11.6;4;11.75;1
0;0;0;0;28;1;13.0;0;0.0;0
0;1;0;0;27;3;12.0;4;13.625;1
1;1;0;0;22;12;12.333333333333334;12;12.333333333333334;1
0;0;0;0;28;1;11.0;0;0.0;0
1;0;0;0;43;4;12.25;4;10.5;0
0;0;0;0;32;0;0.0;0;0.0;0
0;1;0;1;35;8;13.63;8;13.63;1
0;1;0;0;21;3;13.0;4;11.5;1
0;1;0;1;18;7;16.9;8;16.37777777777778;1
0;1;0;0;18;5;12.0;4;12.0;1
0;1;0;0;22;6;12.5;6;13.285714285714286;1
0;1;0;0;19;7;12.764285714285714;7;12.764285714285714;1
0;1;0;1;18;5;13.75;5;12.166666666666666;1
1;1;0;0;19;0;0.0;0;0.0;0
0;1;0;1;18;7;14.604285714285712;8;15.68333333333333;1
1;0;0;0;31;0;0.0;0;0.0;0
1;1;0;1;33;5;13.833333333333334;6;12.5;1
0;1;0;1;19;8;13.57625;8;13.57625;1
0;1;0;1;18;6;15.142857142857142;6;15.833333333333334;1
0;1;0;0;23;3;10.666666666666666;5;11.6;1
0;1;0;0;20;5;11.2;6;12.0;1
0;1;0;0;18;8;13.76375;8;13.76375;1
0;1;0;1;22;5;10.714285714285714;5;12.2;1
1;1;0;0;20;6;12.166666666666666;6;11.666666666666666;1
