Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Tuition fees up to date;Scholarship holder;Target
8;12.95;7;13.087142857142856;1;0;1
6;13.666666666666666;6;13.333333333333334;1;1;1
0;0.0;0;0.0;0;0;0
5;12.2;5;13.6;1;0;1
6;14.0;6;15.5;1;0;1
7;14.285714285714286;7;13.857142857142858;1;0;1
6;12.166666666666666;6;13.0;1;1;1
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;0;1;0
6;13.666666666666666;7;12.142857142857142;1;1;1
8;13.627777777777778;7;14.145714285714286;1;1;1
8;14.144444444444444;7;14.45;1;0;1
7;15.0;7;15.714285714285714;1;0;1
6;12.833333333333334;6;14.5;1;0;1
6;12.833333333333334;6;12.833333333333334;1;0;1
4;11.6;5;12.0;1;1;1
0;0.0;0;0.0;1;0;1
6;13.285714285714286;6;12.571428571428571;1;1;1
6;11.5;6;12.5;1;1;1
5;14.0;6;14.0;1;0;1
6;13.166666666666666;7;11.571428571428571;1;0;0
6;15.333333333333334;6;15.833333333333334;1;1;1
8;14.25;8;14.25;1;0;1
0;0.0;0;0.0;1;0;0
6;11.0;6;11.666666666666666;1;0;0
0;0.0;0;0.0;1;0;0
1;10.0;2;12.0;1;0;0
0;0.0;0;0.0;1;0;0
4;10.75;3;13.333333333333334;1;0;0
0;0.0;0;0.0;0;0;0
5;12.4;5;13.8;1;0;1
0;0.0;0;0.0;0;0;0
0;0.0;0;0.0;0;0;0
6;14.016666666666666;6;14.016666666666666;1;0;1
5;10.8;5;11.4;1;0;1
0;0.0;0;0.0;0;1;0
5;12.0;5;10.4;1;0;1
4;10.25;3;10.666666666666666;1;0;1
8;14.10625;7;13.914285714285713;1;1;1
7;12.82375;7;13.761111111111113;1;0;1
6;14.166666666666666;6;13.857142857142858;1;1;1
7;13.842857142857143;7;13.842857142857143;1;1;1
0;0.0;5;11.8;1;0;0
6;13.833333333333334;6;12.666666666666666;1;0;0
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;1;0;0
2;10.0;4;10.75;1;0;0
3;13.25;5;12.6;1;0;0
0;0.0;0;0.0;0;0;0
7;12.142857142857142;2;12.0;1;0;0
2;14.5;3;14.0;0;0;0
6;13.5;6;14.0;0;0;0
8;15.055555555555555;7;14.682857142857143;1;1;1
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;1;1;0
5;12.8;6;13.857142857142858;1;0;1
0;0.0;0;0.0;1;0;1
6;12.5;6;13.142857142857142;1;0;1
2;13.0;1;18.0;1;0;0
10;11.583333333333334;13;11.461538461538462;1;0;1
4;14.5;5;15.0;1;0;1
8;12.233333333333333;7;14.244444444444444;1;1;1
5;11.0;4;11.5;1;1;0
0;0.0;2;10.0;1;1;0
5;11.6;3;12.333333333333334;1;0;1
7;12.142857142857142;5;12.2;1;0;0
5;13.2;6;13.666666666666666;1;1;1
0;0.0;0;0.0;1;0;1
0;0.0;1;11.0;0;0;0
6;11.428571428571429;3;13.0;0;0;0
7;12.599999999999998;7;12.599999999999998;1;1;1
9;12.333333333333334;10;12.2;1;0;1
6;13.0;6;13.166666666666666;1;0;1
7;11.0;6;11.0;1;1;1
8;15.35;7;14.014285714285714;1;1;1
4;11.25;4;13.0;1;1;1
6;14.666666666666666;6;14.0;1;0;1
0;0.0;0;0.0;0;0;0
7;14.428571428571429;7;14.428571428571429;1;1;1
0;0.0;0;0.0;0;0;0
13;12.461538461538462;18;11.833333333333334;1;0;1
1;13.0;3;11.333333333333334;0;0;0
6;13.0;6;12.5;1;0;1
11;12.545454545454543;12;13.333333333333334;1;1;1
6;14.0;6;13.0;1;1;1
2;14.0;2;10.0;1;0;0
5;11.2;6;11.428571428571429;1;1;1
8;12.8875;8;12.8875;1;0;1
6;12.95;6;12.95;1;1;1
0;0.0;1;10.0;1;0;0
8;12.55;7;13.094285714285714;1;1;1
0;0.0;0;0.0;1;0;0
6;11.0;5;11.714285714285714;1;1;1
0;0.0;0;0.0;1;0;0
6;13.333333333333334;6;13.166666666666666;1;0;1
5;13.4;4;12.75;1;0;1
2;11.0;5;10.6;0;0;0
6;12.0;5;11.2;1;0;1
0;0.0;0;0.0;1;0;0
6;13.666666666666666;6;13.0;1;0;1
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;1;0;0
6;15.0;6;14.166666666666666;1;0;1
6;12.333333333333334;5;12.833333333333334;1;1;1
5;10.4;4;11.75;1;1;1
6;11.5;6;10.833333333333334;1;1;1
4;12.25;4;11.75;1;0;0
2;10.5;3;11.5;0;1;0
6;13.7;6;13.7;1;1;1
0;0.0;1;14.0;1;0;0
0;0.0;0;0.0;1;0;0
7;13.285714285714286;6;13.0;1;1;1
8;15.11111111111111;8;13.6;1;0;1
2;11.5;3;11.0;1;0;0
11;14.333333333333334;12;13.25;1;0;1
1;10.0;1;10.75;1;0;0
3;11.0;5;11.4;0;0;0
5;12.4;6;13.0;1;0;1
6;12.285714285714286;6;14.0;1;1;1
0;0.0;0;0.0;1;0;0
8;16.075;7;15.285714285714286;1;1;1
6;12.666666666666666;6;13.166666666666666;1;0;1
5;12.833333333333334;5;13.6;1;0;1
0;0.0;0;0.0;0;1;0
4;11.5;10;11.4;1;0;1
0;0.0;0;0.0;1;0;0
5;11.6;5;11.0;1;0;1
0;0.0;0;0.0;0;0;0
6;12.666666666666666;6;13.571428571428571;1;0;1
0;0.0;0;0.0;1;0;0
4;12.0;4;11.25;1;0;0
1;11.0;3;13.333333333333334;1;0;0
6;11.666666666666666;6;12.0;1;1;1
5;13.0;6;12.5;1;0;1
5;12.666666666666666;5;13.2;1;1;1
0;0.0;0;0.0;0;0;0
2;11.5;3;11.666666666666666;0;0;0
14;13.642857142857142;15;13.466666666666669;1;0;1
5;13.2;3;13.666666666666666;1;0;1
5;10.2;6;11.666666666666666;1;1;1
5;12.4;5;13.4;1;0;1
0;0.0;0;0.0;0;0;0
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;0;0;0
4;14.75;4;13.75;1;0;1
0;0.0;1;10.0;1;0;0
0;0.0;0;0.0;0;0;0
4;15.5;1;16.0;1;0;1
5;11.125;5;12.285714285714286;1;0;1
6;12.666666666666666;6;12.666666666666666;1;0;1
4;13.25;5;11.8;1;1;1
5;14.666666666666666;5;10.6;0;0;0
8;12.25;9;11.9;1;0;1
2;10.5;4;11.25;1;0;0
6;12.5;6;12.0;1;0;1
1;16.0;2;10.0;1;0;0
7;13.714285714285714;7;13.714285714285714;1;0;1
6;15.8;6;14.875;1;0;1
0;0.0;5;10.8;1;0;0
2;10.0;3;12.0;1;0;0
2;13.5;5;12.5;0;0;0
8;16.327272727272728;7;14.728571428571428;1;0;1
5;14.8;6;12.0;1;0;1
6;11.0;6;11.428571428571429;1;0;0
6;13.5;6;14.166666666666666;1;0;1
5;14.6;5;12.5;1;0;1
6;14.333333333333334;6;14.166666666666666;1;1;1
5;13.4;6;12.666666666666666;1;0;1
6;13.0;6;12.5;1;0;0
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;0;0;0
0;0.0;0;0.0;1;0;1
3;11.0;5;11.2;1;1;1
6;17.428571428571427;6;16.5;1;0;0
5;12.0;3;13.666666666666666;1;0;1
7;15.228571428571428;7;15.228571428571428;1;1;1
9;13.22222222222222;9;12.77777777777778;1;0;1
7;14.428571428571429;7;14.428571428571429;1;1;1
6;13.714285714285714;6;13.875;1;0;1
6;13.193333333333332;7;13.128;1;0;1
7;12.4125;6;11.605;1;0;1
5;12.0;5;14.6;1;1;1
0;0.0;0;0.0;1;0;0
5;11.6;5;11.8;1;1;1
6;12.333333333333334;6;12.333333333333334;1;0;1
0;0.0;4;11.0;1;1;0
11;12.909090909090908;11;13.181818181818182;1;1;1
0;0.0;1;11.0;0;1;0
6;12.285714285714286;6;11.833333333333334;1;1;1
8;12.98125;8;12.98125;1;1;1
5;11.2;6;11.333333333333334;1;0;1
6;11.68;6;11.68;1;0;1
6;13.5;6;14.5;1;0;1
7;12.857142857142858;7;13.142857142857142;1;0;1
2;10.5;2;11.5;0;0;0
5;11.8;5;14.2;1;0;1
5;12.2;5;11.666666666666666;1;1;1
8;14.875;7;13.175;1;0;1
7;13.314285714285717;7;13.314285714285717;1;1;1
3;10.5;3;10.6;1;1;1
6;14.142857142857142;6;13.428571428571429;1;0;1
5;15.571428571428571;4;13.25;1;1;1
0;0.0;2;13.0;1;0;0
0;0.0;0;0.0;1;0;0
6;13.166666666666666;6;14.0;1;0;1
6;12.833333333333334;2;12.0;1;1;1
5;10.4;5;11.8;1;0;1
7;12.791428571428572;7;12.791428571428572;1;1;1
5;11.2;8;11.625;1;0;1
7;12.43142857142857;6;11.994444444444444;1;1;1
5;12.2;5;11.6;1;0;1
0;0.0;0;0.0;1;0;0
6;13.166666666666666;6;13.166666666666666;1;0;0
7;14.1;7;14.1;1;0;1
7;12.94285714285714;6;12.396666666666668;1;1;1
8;16.0875;7;15.014285714285714;1;0;1
0;0.0;0;0.0;1;1;1
8;15.1;7;14.05;1;0;1
8;15.2;7;14.85;1;0;0
5;13.0;6;13.0;1;0;1
8;15.8625;7;14.7875;1;1;1
7;14.671428571428574;7;13.7;1;1;1
7;12.242857142857144;7;12.495714285714286;1;1;0
6;14.566666666666668;6;14.566666666666668;1;0;1
4;11.25;5;11.2;0;0;0
7;12.685714285714283;7;12.685714285714283;1;0;1
4;13.25;7;13.571428571428571;0;0;0
0;0.0;0;0.0;1;0;0
6;11.166666666666666;5;11.0;1;0;1
8;14.445;8;14.445;1;0;1
8;14.625;11;14.0;0;0;0
6;13.416666666666666;6;13.416666666666666;1;1;1
5;11.4;5;12.333333333333334;1;0;1
8;14.8125;7;13.1;1;0;1
5;12.8;4;13.2;1;0;1
8;14.75;8;14.75;1;1;1
6;14.333333333333334;6;13.142857142857142;1;1;1
5;14.857142857142858;4;13.75;1;0;1
6;13.0;5;12.4;1;0;1
6;12.0;6;13.333333333333334;1;0;1
8;12.0;11;11.727272727272728;0;0;0
1;14.0;4;12.5;1;0;0
0;0.0;0;0.0;1;0;0
7;13.614285714285714;6;13.533333333333331;1;1;1
6;12.666666666666666;6;13.166666666666666;1;1;1
5;11.0;5;13.2;1;1;1
7;14.857142857142858;7;13.428571428571429;1;1;1
6;12.625;6;12.714285714285714;1;1;1
0;0.0;0;0.0;1;0;0
6;13.666666666666666;6;13.666666666666666;1;1;1
6;13.166666666666666;5;11.0;1;0;1
5;12.0;4;12.0;1;0;1
0;0.0;0;0.0;1;0;0
6;11.666666666666666;5;11.0;1;0;1
6;11.571428571428571;5;12.0;1;0;0
8;12.55;7;13.308571428571428;1;1;1
3;10.666666666666666;3;13.666666666666666;0;0;0
0;0.0;0;0.0;0;0;0
4;11.25;5;12.2;1;0;1
6;12.833333333333334;6;12.666666666666666;1;1;1
8;14.07125;8;14.07125;1;1;1
5;13.2;4;14.25;1;0;0
0;0.0;0;0.0;0;0;0
5;11.6;2;13.0;1;0;1
0;0.0;0;0.0;1;0;0
7;14.901428571428571;7;14.901428571428571;1;1;0
8;12.445555555555554;7;12.65;1;1;1
5;10.6;7;11.0;0;0;0
5;12.666666666666666;4;12.4;1;0;1
6;12.666666666666666;6;12.0;1;0;1
7;13.328571428571427;7;12.135714285714286;1;1;1
7;14.051428571428572;6;13.766666666666666;1;1;1
8;13.11625;8;13.11625;1;0;1
0;0.0;0;0.0;0;0;0
7;13.571428571428571;6;12.7;1;0;1
6;12.333333333333334;6;12.333333333333334;1;1;1
5;13.2;5;13.333333333333334;1;0;1
8;13.49375;7;14.355555555555554;1;0;1
5;13.0;6;13.0;1;1;1
6;13.5;6;12.833333333333334;1;1;1
4;13.0;5;13.2;1;1;1
8;16.582222222222224;7;17.005555555555556;1;0;1
5;11.0;5;10.6;0;1;1
5;13.6;5;14.0;1;1;1
7;12.114285714285714;7;12.114285714285714;1;1;1
8;13.05875;8;13.05875;1;1;1
7;13.285714285714286;7;13.285714285714286;1;0;1
8;15.1625;7;14.071428571428571;1;1;1
0;0.0;0;0.0;0;0;0
3;11.0;4;11.25;0;0;0
6;13.625;6;14.0;1;1;1
3;11.666666666666666;6;12.166666666666666;1;1;0
7;13.297142857142855;7;13.297142857142855;1;0;1
6;14.25;6;13.923076923076923;1;0;1
7;12.833333333333334;7;13.37;1;0;1
4;13.75;4;15.0;1;0;0
6;12.571428571428571;6;13.333333333333334;1;1;1
5;12.2;5;13.4;1;0;1
5;11.4;4;11.5;1;0;1
7;13.485714285714284;7;13.485714285714284;1;0;1
6;11.285714285714286;6;12.0;1;1;1
0;0.0;0;0.0;1;0;0
7;13.258571428571427;7;13.258571428571427;1;0;1
1;10.0;3;11.666666666666666;0;0;0
6;12.5;6;13.571428571428571;1;1;1
5;11.833333333333334;5;11.8;1;1;1
5;13.285714285714286;5;14.2;1;1;1
5;11.8;5;11.0;1;0;1
7;14.652857142857142;7;14.652857142857142;1;0;1
6;11.333333333333334;6;11.333333333333334;1;1;1
0;0.0;4;13.7;0;0;0
8;14.75;11;13.727272727272728;1;0;1
7;11.142857142857142;7;11.75;1;0;0
5;13.0;6;12.333333333333334;1;0;1
6;13.857142857142858;6;14.0;1;1;0
4;11.75;4;11.5;1;0;1
5;13.2;5;11.2;1;0;1
7;15.07;7;15.07;1;1;1
1;12.0;1;10.0;1;0;0
4;12.6;4;13.0;1;0;1
3;11.25;4;11.0;1;0;0
5;12.166666666666666;6;13.571428571428571;1;0;1
5;14.2;5;14.6;1;0;1
2;10.0;3;11.833333333333334;1;0;0
8;12.5125;7;12.625;1;1;1
3;12.333333333333334;4;11.5;1;0;0
4;10.5;4;13.25;1;0;1
6;11.9;7;12.60625;1;0;1
5;13.2;8;13.75;0;0;0
6;12.285714285714286;5;11.142857142857142;1;1;1
1;11.0;1;10.0;1;0;0
4;11.5;6;11.666666666666666;1;0;1
6;13.142857142857142;6;14.0;1;1;1
0;0.0;0;0.0;1;0;0
7;12.04142857142857;7;12.04142857142857;1;0;1
0;0.0;0;0.0;1;1;1
12;14.583333333333334;13;13.76923076923077;1;0;1
13;15.307692307692308;18;15.444444444444445;1;0;1
0;0.0;2;10.0;0;0;0
3;10.333333333333334;4;12.25;1;0;0
6;15.166666666666666;6;14.5;0;0;1
6;16.375;6;15.571428571428571;1;0;1
6;14.714285714285714;6;15.571428571428571;1;0;1
6;12.166666666666666;5;13.8;1;0;1
2;14.8;3;10.666666666666666;0;0;0
4;11.75;5;11.6;1;1;1
0;0.0;1;13.0;0;0;0
4;13.625;3;12.0;1;0;1
12;12.333333333333334;12;12.333333333333334;1;0;1
0;0.0;1;11.0;0;0;0
4;10.5;4;12.25;0;0;0
0;0.0;0;0.0;0;0;0
8;13.63;8;13.63;1;1;1
4;11.5;3;13.0;1;0;1
8;16.37777777777778;7;16.9;1;1;1
4;12.0;5;12.0;1;0;1
6;13.285714285714286;6;12.5;1;0;1
7;12.764285714285714;7;12.764285714285714;1;0;1
5;12.166666666666666;5;13.75;1;1;1
0;0.0;0;0.0;1;0;0
8;15.68333333333333;7;14.604285714285712;1;1;1
0;0.0;0;0.0;0;0;0
6;12.5;5;13.833333333333334;1;1;1
8;13.57625;8;13.57625;1;1;1
6;15.833333333333334;6;15.142857142857142;1;1;1
5;11.6;3;10.666666666666666;1;0;1
6;12.0;5;11.2;1;0;1
8;13.76375;8;13.76375;1;0;1
5;12.2;5;10.714285714285714;1;1;1
6;11.666666666666666;6;12.166666666666666;1;0;1
6;14.357142857142858;6;14.357142857142858;1;0;1
6;12.666666666666666;6;12.833333333333334;1;0;1
7;13.925714285714283;7;13.925714285714283;1;0;1
3;11.0;2;12.0;1;0;0
8;13.744444444444444;7;13.44285714285714;1;0;1
0;0.0;1;16.0;1;0;0
6;13.2;6;13.125;1;0;1
0;0.0;0;0.0;1;0;0
4;11.0;5;11.4;0;0;0
3;11.666666666666666;2;11.0;0;0;0
5;13.0;5;13.666666666666666;1;0;1
1;10.0;4;11.75;0;0;0
1;13.0;1;10.0;1;0;0
6;12.833333333333334;6;13.5;1;1;1
0;0.0;0;0.0;1;0;0
5;11.8;3;13.0;0;0;0
6;16.0;6;14.833333333333334;1;0;1
6;12.857142857142858;6;11.833333333333334;1;0;1
5;12.333333333333334;5;12.0;1;1;1
6;11.333333333333334;4;12.75;1;0;1
1;10.0;0;0.0;1;1;0
6;12.857142857142858;6;12.0;1;0;1
8;13.8;7;11.677777777777775;1;0;1
7;13.6;7;13.6;1;1;1
6;15.875;6;16.0;1;0;1
6;11.5;5;11.8;1;0;1
2;14.0;0;0.0;1;0;0
0;0.0;0;0.0;1;0;0
6;16.2;6;16.142857142857142;1;1;1
7;11.785714285714286;7;11.785714285714286;1;1;1
8;13.42375;8;13.42375;1;1;1
5;14.166666666666666;6;12.5;1;0;1
7;12.464285714285714;7;12.464285714285714;1;1;1
0;0.0;1;10.0;1;0;0
4;12.4;5;12.6;1;0;1
4;12.0;2;10.0;1;0;0
0;0.0;0;0.0;1;0;0
5;12.333333333333334;5;11.6;1;0;1
6;13.5;6;12.166666666666666;1;0;1
5;12.666666666666666;4;13.6;1;0;1
5;11.8;4;12.5;0;0;0
6;12.625;6;11.714285714285714;1;1;1
6;13.0;6;13.5;1;1;1
7;13.024285714285714;7;13.024285714285714;1;1;1
0;0.0;0;0.0;0;0;0
5;18.571428571428573;5;17.333333333333332;1;1;1
4;11.5;4;11.0;1;1;1
6;12.5;6;13.666666666666666;1;0;0
6;11.833333333333334;6;12.833333333333334;1;0;1
4;11.5;5;12.6;1;0;1
7;13.771428571428572;6;14.333333333333334;1;0;1
7;14.285714285714286;7;14.285714285714286;1;0;1
2;10.0;3;11.75;1;0;0
5;17.6;5;14.8;1;0;1
0;0.0;0;0.0;0;0;0
0;0.0;1;10.0;1;0;0
0;0.0;0;0.0;1;0;0
5;12.38;4;12.6;1;0;0
5;11.8;5;12.428571428571429;1;0;1
0;0.0;3;12.333333333333334;1;0;0
0;0.0;0;0.0;0;0;0
0;0.0;0;0.0;1;0;1
8;13.333333333333334;10;12.1;1;0;1
6;15.0;6;14.714285714285714;1;1;1
6;12.833333333333334;6;12.666666666666666;1;0;1
10;13.3;12;14.384615384615383;1;1;1
5;12.2;5;13.4;1;1;1
7;13.314285714285717;7;13.314285714285717;1;0;1
7;11.98857142857143;7;11.98857142857143;1;0;1
8;12.88888888888889;11;11.545454545454543;1;0;1
6;13.875;6;16.46153846153846;1;1;1
6;12.833333333333334;6;13.666666666666666;1;1;1
8;13.411111111111111;7;12.65;1;0;0
7;14.65;6;14.37;1;0;1
3;10.666666666666666;3;12.0;0;1;0
3;11.0;4;12.0;1;1;0
5;11.2;5;12.6;1;0;1
6;12.333333333333334;6;12.166666666666666;1;0;1
8;13.76375;8;13.76375;1;1;1
6;12.8;6;12.4;1;1;1
6;14.333333333333334;6;14.333333333333334;1;0;1
0;0.0;1;10.0;0;0;0
8;14.622222222222224;7;14.69625;1;0;1
8;13.9125;7;12.855555555555556;1;1;1
8;13.994444444444444;7;13.7;1;0;1
1;12.0;0;0.0;0;0;0
8;13.333333333333334;7;13.285714285714286;1;0;1
5;11.0;5;11.5;1;0;0
7;11.4;7;11.4;1;1;1
6;11.333333333333334;6;12.333333333333334;1;1;1
4;12.2;5;12.8;1;0;1
4;15.0;5;12.0;1;1;1
5;13.5;5;13.0;1;1;1
6;11.0;6;11.833333333333334;0;1;0
6;13.333333333333334;6;14.0;1;0;1
6;13.5;6;12.333333333333334;1;1;1
6;12.833333333333334;6;12.5;1;1;1
0;0.0;0;0.0;1;0;1
7;15.657142857142857;7;15.657142857142857;1;0;1
6;11.333333333333334;6;12.166666666666666;1;0;1
0;0.0;0;0.0;1;0;0
0;0.0;4;11.75;1;0;0
0;0.0;0;0.0;0;0;0
0;0.0;0;0.0;0;0;0
0;0.0;0;0.0;0;0;0
0;0.0;1;13.0;1;0;0
7;13.331428571428573;7;13.331428571428573;1;1;1
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;1;0;1
6;13.7;6;13.7;1;0;1
0;0.0;0;0.0;0;0;0
6;13.875;9;13.454545454545457;1;0;0
7;12.2;7;12.2;1;0;1
4;11.0;3;10.0;1;0;0
6;12.857142857142858;5;13.0;1;1;1
6;14.0;6;12.0;1;0;1
7;15.028571428571428;7;15.028571428571428;1;0;1
6;11.714285714285714;6;12.0;1;0;1
5;12.4;5;12.0;1;0;1
3;11.333333333333334;3;13.666666666666666;0;0;0
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;1;1;1
0;0.0;1;14.0;0;0;0
0;0.0;0;0.0;1;0;0
5;12.583333333333334;7;12.375;1;0;1
0;0.0;0;0.0;0;0;0
13;11.076923076923077;18;11.421052631578949;1;0;1
6;13.35;6;13.35;1;0;1
2;16.0;6;15.0;1;1;1
0;0.0;2;10.5;1;0;0
0;0.0;0;0.0;0;0;0
5;11.833333333333334;5;13.25;1;0;1
0;0.0;0;0.0;1;0;0
8;13.88125;8;13.88125;1;1;1
5;12.6;6;11.333333333333334;1;0;1
0;0.0;0;0.0;1;0;0
6;13.666666666666666;6;12.857142857142858;1;0;1
6;12.5;5;11.6;1;0;1
6;11.333333333333334;5;11.4;1;1;1
9;13.77777777777778;7;13.571428571428571;1;1;1
7;12.228571428571428;6;11.833333333333334;1;0;1
7;14.142857142857142;7;14.428571428571429;1;1;1
5;12.4;6;12.285714285714286;1;1;1
5;13.8;5;14.4;1;0;1
8;15.06875;7;13.15;1;1;1
0;0.0;0;0.0;0;0;0
0;0.0;0;0.0;1;0;0
7;12.342857142857143;7;12.342857142857143;1;1;1
1;11.0;4;10.5;1;0;0
5;11.6;5;10.6;1;0;1
0;0.0;0;0.0;1;0;0
6;12.0;4;11.25;1;1;1
10;11.7;6;10.5;1;0;1
8;14.5125;7;13.457142857142856;1;0;1
4;12.333333333333334;5;12.6;1;0;1
0;0.0;0;0.0;0;0;0
5;13.6;6;13.666666666666666;1;0;1
5;11.8;5;11.6;1;1;1
5;12.833333333333334;6;12.571428571428571;1;0;0
5;11.4;5;11.8;1;0;0
6;11.833333333333334;6;11.333333333333334;1;1;1
6;11.5;6;10.666666666666666;1;0;1
0;0.0;0;0.0;1;1;1
4;11.5;6;13.333333333333334;1;0;1
6;12.833333333333334;5;13.0;1;1;1
7;12.90857142857143;7;12.90857142857143;1;1;1
1;10.0;4;12.0;1;0;0
6;15.833333333333334;6;15.333333333333334;1;0;1
2;14.0;6;13.0;0;0;0
6;12.166666666666666;6;12.5;1;0;1
6;14.333333333333334;6;13.0;1;1;1
5;12.571428571428571;4;11.75;1;0;1
4;14.25;4;12.5;1;0;1
17;12.055555555555555;17;11.61111111111111;1;0;1
6;14.666666666666666;6;14.0;1;0;1
0;0.0;0;0.0;0;0;0
5;13.833333333333334;5;13.8;1;0;1
0;0.0;0;0.0;0;0;0
0;0.0;0;0.0;0;0;0
3;12.333333333333334;4;12.25;1;1;0
3;13.666666666666666;3;11.5;1;0;0
9;12.555555555555555;6;12.571428571428571;1;0;1
5;12.166666666666666;6;12.0;1;0;0
12;12.307692307692308;11;12.0;1;0;1
0;0.0;0;0.0;1;0;0
6;11.166666666666666;6;12.0;1;1;1
0;0.0;0;0.0;1;1;0
0;0.0;0;0.0;0;0;0
4;12.5;4;10.5;1;0;0
6;12.3;5;12.857142857142858;1;0;1
1;10.0;2;13.0;1;0;0
8;12.75;11;12.454545454545457;1;0;1
0;0.0;3;11.0;1;0;0
6;14.166666666666666;6;15.5;1;1;1
6;13.666666666666666;6;12.333333333333334;1;0;1
6;12.285714285714286;6;11.333333333333334;1;1;1
0;0.0;0;0.0;1;0;0
5;12.6;4;12.0;1;0;1
2;11.5;2;12.5;1;0;0
11;13.0;12;13.666666666666666;1;0;1
0;0.0;2;14.5;0;0;0
0;0.0;4;13.2;1;1;0
5;14.8;5;12.166666666666666;1;1;0
6;11.333333333333334;4;11.25;1;0;1
6;14.428571428571429;6;15.166666666666666;1;1;1
4;13.4;6;11.166666666666666;1;1;1
6;10.983333333333334;6;10.983333333333334;1;1;1
5;11.5;4;10.75;1;1;1
7;14.285714285714286;11;13.384615384615383;0;1;1
0;0.0;0;0.0;1;0;0
5;14.833333333333334;4;13.0;1;0;1
6;13.5;6;16.11111111111111;1;0;1
6;11.0;6;11.5;1;0;1
2;10.5;4;10.75;1;0;0
5;13.0;4;11.6;1;1;1
0;0.0;0;0.0;1;0;0
5;14.142857142857142;5;13.8;1;0;1
8;14.6875;7;13.585714285714284;1;0;1
5;13.0;6;13.857142857142858;1;0;1
5;12.6;6;13.444444444444445;1;1;1
6;13.857142857142858;6;14.0;1;0;1
0;0.0;1;12.0;1;0;0
5;13.833333333333334;5;14.2;1;0;1
3;12.0;3;11.0;0;0;0
0;0.0;0;0.0;1;0;1
12;13.0;13;14.0;1;0;1
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;0;0;0
0;0.0;0;0.0;1;1;1
6;14.333333333333334;6;13.5;1;0;1
0;0.0;0;0.0;1;0;0
17;14.88888888888889;17;13.38888888888889;1;1;1
0;0.0;0;0.0;0;0;0
11;13.583333333333334;12;13.583333333333334;1;0;1
0;0.0;0;0.0;0;0;0
0;0.0;1;10.0;1;0;0
5;15.2;5;15.2;1;0;1
0;0.0;4;12.8;1;0;0
4;11.0;5;11.166666666666666;1;0;0
7;12.828571428571427;7;12.828571428571427;1;0;1
4;12.6;6;12.5;0;0;0
3;12.4;3;10.0;1;1;1
4;13.25;6;11.5;0;0;1
7;11.328571428571427;7;11.328571428571427;0;0;0
6;13.033333333333331;6;13.033333333333331;1;0;1
4;11.75;6;12.166666666666666;1;0;1
5;13.6;5;14.4;1;0;1
0;0.0;0;0.0;1;0;0
6;12.0;6;12.666666666666666;1;1;1
3;11.666666666666666;2;12.0;0;0;0
0;0.0;0;0.0;0;0;0
4;10.8;3;11.666666666666666;1;0;0
0;0.0;0;0.0;1;0;0
0;0.0;1;10.0;1;0;0
0;0.0;0;0.0;1;0;0
3;12.0;4;12.25;1;0;0
6;12.5;4;12.0;1;0;1
0;0.0;0;0.0;0;0;0
0;0.0;0;0.0;0;0;0
0;0.0;0;0.0;0;0;0
13;12.0;16;12.6875;1;1;1
6;10.666666666666666;10;10.4;1;0;1
12;10.923076923076923;14;10.466666666666669;1;0;1
5;13.0;5;14.333333333333334;1;0;1
6;14.333333333333334;6;14.666666666666666;1;1;1
8;14.23125;7;12.835714285714284;1;0;1
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;1;0;0
8;13.24875;8;13.24875;1;0;1
5;12.4;3;14.0;1;1;1
6;12.166666666666666;6;13.625;1;1;1
8;15.61111111111111;7;14.85;1;1;1
5;11.4;4;10.75;1;0;1
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;0;0;0
0;0.0;0;0.0;0;0;0
4;11.75;5;13.0;0;0;0
5;12.4;8;12.375;1;0;1
0;0.0;0;0.0;1;0;1
4;13.75;5;11.4;1;0;0
3;12.0;3;13.0;0;0;0
6;14.166666666666666;6;13.5;1;1;1
1;11.0;0;0.0;1;0;0
5;11.2;5;12.0;1;1;0
6;13.0;5;13.0;1;1;1
0;0.0;0;0.0;1;0;1
1;12.0;2;10.5;1;0;0
6;12.166666666666666;6;12.666666666666666;1;0;1
0;0.0;1;11.0;1;0;0
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;0;1;0
6;16.142857142857142;6;15.571428571428571;1;1;1
5;11.8;4;12.0;1;0;0
3;11.333333333333334;4;11.25;1;0;0
0;0.0;0;0.0;1;0;1
5;13.6;6;12.142857142857142;1;0;1
0;0.0;2;11.5;0;0;0
6;13.0;4;13.0;1;0;1
8;12.8875;8;12.8875;1;0;1
6;12.571428571428571;6;12.833333333333334;1;0;1
2;12.5;3;10.666666666666666;1;0;0
